Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,-0.00064
Sample Interval,1e-07
Record Length,100000
Gating,63.600% to 67.600%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Vertical Position,0
,
,
,
Label,
TIME,"MATH<CH2-CH1>"
7.199000e-04,-0.0007625
7.200000e-04,-0.000725
7.201000e-04,-0.000846875
7.202000e-04,-0.000826563
7.203000e-04,-0.00083125
7.204000e-04,-0.000853125
7.205000e-04,-0.0008
7.206000e-04,-0.000734375
7.207000e-04,-0.000715625
7.208000e-04,-0.000810938
7.209000e-04,-0.000875
7.210000e-04,-0.0008625
7.211000e-04,-0.00074375
7.212000e-04,-0.000740625
7.213000e-04,-0.0006875
7.214000e-04,-0.000792188
7.215000e-04,-0.000815625
7.216000e-04,-0.0007625
7.217000e-04,-0.0007625
7.218000e-04,-0.000803125
7.219000e-04,-0.000878125
7.220000e-04,-0.0007
7.221000e-04,-0.000678125
7.222000e-04,-0.000753125
7.223000e-04,-0.000807813
7.224000e-04,-0.000878125
7.225000e-04,-0.000748438
7.226000e-04,-0.000778125
7.227000e-04,-0.000767188
7.228000e-04,-0.000759375
7.229000e-04,-0.000798437
7.230000e-04,-0.0009125
7.231000e-04,-0.000592188
7.232000e-04,-0.000779687
7.233000e-04,-0.000846875
7.234000e-04,-0.000798437
7.235000e-04,-0.000729688
7.236000e-04,-0.000821875
7.237000e-04,-0.000798437
7.238000e-04,-0.000740625
7.239000e-04,-0.000882813
7.240000e-04,-0.000829688
7.241000e-04,-0.000810938
7.242000e-04,-0.00080625
7.243000e-04,-0.000875
7.244000e-04,-0.0007875
7.245000e-04,-0.000795313
7.246000e-04,-0.000779687
7.247000e-04,-0.000796875
7.248000e-04,-0.000829688
7.249000e-04,-0.000865625
7.250000e-04,-0.000803125
7.251000e-04,-0.000757813
7.252000e-04,-0.000764062
7.253000e-04,-0.000809375
7.254000e-04,-0.000757813
7.255000e-04,-0.000778125
7.256000e-04,-0.000948438
7.257000e-04,-0.000835938
7.258000e-04,-0.00070625
7.259000e-04,-0.000720313
7.260000e-04,-0.000682813
7.261000e-04,-0.000759375
7.262000e-04,-0.000767188
7.263000e-04,-0.00075
7.264000e-04,-0.000826563
7.265000e-04,-0.000776563
7.266000e-04,-0.000903125
7.267000e-04,-0.000746875
7.268000e-04,-0.000828125
7.269000e-04,-0.000814063
7.270000e-04,-0.00089375
7.271000e-04,-0.000771875
7.272000e-04,-0.000778125
7.273000e-04,-0.000790625
7.274000e-04,-0.000835938
7.275000e-04,-0.000792188
7.276000e-04,-0.000790625
7.277000e-04,-0.000764062
7.278000e-04,-0.000779687
7.279000e-04,-0.000859375
7.280000e-04,-0.0008625
7.281000e-04,-0.000810938
7.282000e-04,-0.000790625
7.283000e-04,-0.000842188
7.284000e-04,-0.000782813
7.285000e-04,-0.000796875
7.286000e-04,-0.000898438
7.287000e-04,-0.000820313
7.288000e-04,-0.00084375
7.289000e-04,-0.000810938
7.290000e-04,-0.00083125
7.291000e-04,-0.00086875
7.292000e-04,-0.00084375
7.293000e-04,-0.000857813
7.294000e-04,-0.00085
7.295000e-04,-0.000728125
7.296000e-04,-0.000909375
7.297000e-04,-0.000865625
7.298000e-04,-0.000775
7.299000e-04,-0.000834375
7.300000e-04,-0.00085
7.301000e-04,-0.000871875
7.302000e-04,-0.000920313
7.303000e-04,-0.000823438
7.304000e-04,-0.000803125
7.305000e-04,-0.000870312
7.306000e-04,-0.000890625
7.307000e-04,-0.0009
7.308000e-04,-0.000759375
7.309000e-04,-0.00084375
7.310000e-04,-0.0008625
7.311000e-04,-0.000859375
7.312000e-04,-0.000870312
7.313000e-04,-0.000760938
7.314000e-04,-0.00096875
7.315000e-04,-0.000870312
7.316000e-04,-0.000778125
7.317000e-04,-0.000746875
7.318000e-04,-0.000715625
7.319000e-04,-0.000845313
7.320000e-04,-0.0007875
7.321000e-04,-0.000790625
7.322000e-04,-0.00075625
7.323000e-04,-0.000945313
7.324000e-04,-0.00081875
7.325000e-04,-0.000835938
7.326000e-04,-0.000734375
7.327000e-04,-0.000820313
7.328000e-04,-0.0007875
7.329000e-04,-0.00079375
7.330000e-04,-0.000903125
7.331000e-04,-0.000853125
7.332000e-04,-0.0009125
7.333000e-04,-0.000751563
7.334000e-04,-0.00080625
7.335000e-04,-0.000728125
7.336000e-04,-0.000685938
7.337000e-04,-0.000820313
7.338000e-04,-0.0007625
7.339000e-04,-0.000834375
7.340000e-04,-0.000775
7.341000e-04,-0.000765625
7.342000e-04,-0.000846875
7.343000e-04,-0.000740625
7.344000e-04,-0.000778125
7.345000e-04,-0.000834375
7.346000e-04,-0.000765625
7.347000e-04,-0.000796875
7.348000e-04,-0.000720313
7.349000e-04,-0.000809375
7.350000e-04,-0.000778125
7.351000e-04,-0.000740625
7.352000e-04,-0.000740625
7.353000e-04,-0.000945313
7.354000e-04,-0.000829688
7.355000e-04,-0.000885938
7.356000e-04,-0.0008375
7.357000e-04,-0.000807813
7.358000e-04,-0.000790625
7.359000e-04,-0.000779687
7.360000e-04,-0.000746875
7.361000e-04,-0.00088125
7.362000e-04,-0.000832813
7.363000e-04,-0.00085
7.364000e-04,-0.000809375
7.365000e-04,-0.000709375
7.366000e-04,-0.000740625
7.367000e-04,-0.000853125
7.368000e-04,-0.00070625
7.369000e-04,-0.000823438
7.370000e-04,-0.00073125
7.371000e-04,-0.000717188
7.372000e-04,-0.000759375
7.373000e-04,-0.000809375
7.374000e-04,-0.000875
7.375000e-04,-0.000798437
7.376000e-04,-0.000764062
7.377000e-04,-0.000934375
7.378000e-04,-0.000846875
7.379000e-04,-0.000779687
7.380000e-04,-0.000839063
7.381000e-04,-0.000770313
7.382000e-04,-0.000790625
7.383000e-04,-0.000870312
7.384000e-04,-0.0007875
7.385000e-04,-0.000853125
7.386000e-04,-0.000867188
7.387000e-04,-0.000748438
7.388000e-04,-0.000895313
7.389000e-04,-0.000828125
7.390000e-04,-0.0008375
7.391000e-04,-0.000867188
7.392000e-04,-0.00095
7.393000e-04,-0.000828125
7.394000e-04,-0.000798437
7.395000e-04,-0.000867188
7.396000e-04,-0.000764062
7.397000e-04,-0.000865625
7.398000e-04,-0.000807813
7.399000e-04,-0.000789063
7.400000e-04,-0.0008125
7.401000e-04,-0.000792188
7.402000e-04,-0.0009375
7.403000e-04,-0.000859375
7.404000e-04,-0.000809375
7.405000e-04,-0.000765625
7.406000e-04,-0.0008125
7.407000e-04,-0.00081875
7.408000e-04,-0.000790625
7.409000e-04,-0.000804688
7.410000e-04,-0.000770313
7.411000e-04,-0.000782813
7.412000e-04,-0.000775
7.413000e-04,-0.000810938
7.414000e-04,-0.0007125
7.415000e-04,-0.00071875
7.416000e-04,-0.000760938
7.417000e-04,-0.000745312
7.418000e-04,-0.000759375
7.419000e-04,-0.000798437
7.420000e-04,-0.00084375
7.421000e-04,-0.000798437
7.422000e-04,-0.00084375
7.423000e-04,-0.000789063
7.424000e-04,-0.000829688
7.425000e-04,-0.000884375
7.426000e-04,-0.000821875
7.427000e-04,-0.0007625
7.428000e-04,-0.000840625
7.429000e-04,-0.0009625
7.430000e-04,-0.000839063
7.431000e-04,-0.0009125
7.432000e-04,-0.000720313
7.433000e-04,-0.000889063
7.434000e-04,-0.0008375
7.435000e-04,-0.00075625
7.436000e-04,-0.000776563
7.437000e-04,-0.000654687
7.438000e-04,-0.000721875
7.439000e-04,-0.000685938
7.440000e-04,-0.000828125
7.441000e-04,-0.000871875
7.442000e-04,-0.00081875
7.443000e-04,-0.000759375
7.444000e-04,-0.000782813
7.445000e-04,-0.000878125
7.446000e-04,-0.000779687
7.447000e-04,-0.000834375
7.448000e-04,-0.000792188
7.449000e-04,-0.00074375
7.450000e-04,-0.00084375
7.451000e-04,-0.00079375
7.452000e-04,-0.0007875
7.453000e-04,-0.0009875
7.454000e-04,-0.000717188
7.455000e-04,-0.000821875
7.456000e-04,-0.000798437
7.457000e-04,-0.000840625
7.458000e-04,-0.000829688
7.459000e-04,-0.000864063
7.460000e-04,-0.000921875
7.461000e-04,-0.000770313
7.462000e-04,-0.000764062
7.463000e-04,-0.000820313
7.464000e-04,-0.0008625
