Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG,,,Waveform Type,ANALOG
1.633000e-04,0.0205,0.0260469,,1.633000e-04,0.00554063
1.634000e-04,0.0204906,0.0260906,,1.634000e-04,0.00560625
1.635000e-04,0.0204875,0.026025,,1.635000e-04,0.00552969
1.636000e-04,0.0204594,0.0260531,,1.636000e-04,0.00558594
1.637000e-04,0.0204812,0.0261,,1.637000e-04,0.00561094
1.638000e-04,0.0204375,0.0260219,,1.638000e-04,0.00560313
1.639000e-04,0.0204781,0.0260813,,1.639000e-04,0.00562813
1.640000e-04,0.0204906,0.0261063,,1.640000e-04,0.00565938
1.641000e-04,0.0204656,0.0260313,,1.641000e-04,0.00556563
1.642000e-04,0.0205188,0.0260938,,1.642000e-04,0.00558594
1.643000e-04,0.0204719,0.0260438,,1.643000e-04,0.00558281
1.644000e-04,0.0205469,0.0260844,,1.644000e-04,0.005525
1.645000e-04,0.0204938,0.026,,1.645000e-04,0.00551719
1.646000e-04,0.0205156,0.0259938,,1.646000e-04,0.00547188
1.647000e-04,0.0204656,0.025975,,1.647000e-04,0.00552031
1.648000e-04,0.0205188,0.0260813,,1.648000e-04,0.00556875
1.649000e-04,0.0204906,0.0260031,,1.649000e-04,0.00552187
1.650000e-04,0.0204313,0.0259688,,1.650000e-04,0.00552813
1.651000e-04,0.0204563,0.0260188,,1.651000e-04,0.00555625
1.652000e-04,0.0205375,0.0261063,,1.652000e-04,0.00559063
1.653000e-04,0.0205281,0.0260875,,1.653000e-04,0.00557188
1.654000e-04,0.0204875,0.026025,,1.654000e-04,0.00552656
1.655000e-04,0.0204313,0.025975,,1.655000e-04,0.0055375
1.656000e-04,0.0204906,0.0259875,,1.656000e-04,0.00549219
1.657000e-04,0.020425,0.0260156,,1.657000e-04,0.00559063
1.658000e-04,0.0204156,0.0260156,,1.658000e-04,0.00561875
1.659000e-04,0.0204344,0.0259719,,1.659000e-04,0.00553438
1.660000e-04,0.0204219,0.0259688,,1.660000e-04,0.00556563
1.661000e-04,0.0205094,0.0260125,,1.661000e-04,0.00551563
1.662000e-04,0.0204094,0.0259719,,1.662000e-04,0.00554375
1.663000e-04,0.0204719,0.0259594,,1.663000e-04,0.00550781
1.664000e-04,0.0204656,0.0259781,,1.664000e-04,0.00550313
1.665000e-04,0.0204469,0.0259875,,1.665000e-04,0.00554219
1.666000e-04,0.020375,0.0259281,,1.666000e-04,0.00554688
1.667000e-04,0.0204281,0.0259625,,1.667000e-04,0.0055375
1.668000e-04,0.0204844,0.0260094,,1.668000e-04,0.00552031
1.669000e-04,0.0204719,0.0259719,,1.669000e-04,0.0054875
1.670000e-04,0.0204344,0.0259938,,1.670000e-04,0.00555781
1.671000e-04,0.0204063,0.0259406,,1.671000e-04,0.00555
1.672000e-04,0.020425,0.0260344,,1.672000e-04,0.00562813
1.673000e-04,0.0203781,0.0259656,,1.673000e-04,0.0056
1.674000e-04,0.0203688,0.02595,,1.674000e-04,0.00558125
1.675000e-04,0.0203625,0.0258938,,1.675000e-04,0.00554063
1.676000e-04,0.0203688,0.02595,,1.676000e-04,0.00558594
1.677000e-04,0.0204375,0.0259438,,1.677000e-04,0.00553125
1.678000e-04,0.0204406,0.0259406,,1.678000e-04,0.0055125
1.679000e-04,0.0204281,0.0259344,,1.679000e-04,0.00551719
1.680000e-04,0.0203594,0.0259344,,1.680000e-04,0.00558125
1.681000e-04,0.0203344,0.0259125,,1.681000e-04,0.00559063
1.682000e-04,0.0203688,0.0258438,,1.682000e-04,0.00549375
1.683000e-04,0.0204,0.0258938,,1.683000e-04,0.00550313
1.684000e-04,0.0204187,0.0260156,,1.684000e-04,0.00562188
1.685000e-04,0.0204656,0.0259969,,1.685000e-04,0.00555625
1.686000e-04,0.0204063,0.0259281,,1.686000e-04,0.005525
1.687000e-04,0.0203594,0.0259531,,1.687000e-04,0.00559844
1.688000e-04,0.0203813,0.0259438,,1.688000e-04,0.00556563
1.689000e-04,0.0203906,0.0258875,,1.689000e-04,0.00548281
1.690000e-04,0.0203781,0.0259469,,1.690000e-04,0.00558125
1.691000e-04,0.0204625,0.0259375,,1.691000e-04,0.00548281
1.692000e-04,0.02035,0.0259625,,1.692000e-04,0.00561562
1.693000e-04,0.0203781,0.0259094,,1.693000e-04,0.00554375
1.694000e-04,0.0203406,0.0258688,,1.694000e-04,0.00552344
1.695000e-04,0.0203406,0.0259906,,1.695000e-04,0.00566094
1.696000e-04,0.020375,0.0258969,,1.696000e-04,0.00553438
1.697000e-04,0.0203313,0.0259,,1.697000e-04,0.00555938
1.698000e-04,0.0203781,0.025825,,1.698000e-04,0.00544375
1.699000e-04,0.020325,0.0258906,,1.699000e-04,0.00555156
1.700000e-04,0.0203531,0.0259406,,1.700000e-04,0.005575
1.701000e-04,0.0203125,0.0258563,,1.701000e-04,0.00553125
1.702000e-04,0.0203344,0.02595,,1.702000e-04,0.00561562
1.703000e-04,0.0203281,0.0258531,,1.703000e-04,0.0055375
1.704000e-04,0.0203938,0.0258688,,1.704000e-04,0.00549688
1.705000e-04,0.0203594,0.0258844,,1.705000e-04,0.00552187
1.706000e-04,0.0202969,0.0258469,,1.706000e-04,0.00555156
1.707000e-04,0.0203906,0.0258781,,1.707000e-04,0.00548594
1.708000e-04,0.0203562,0.025875,,1.708000e-04,0.00553594
1.709000e-04,0.0203969,0.0258875,,1.709000e-04,0.00548906
1.710000e-04,0.0203094,0.0258719,,1.710000e-04,0.0055625
1.711000e-04,0.0203219,0.0258781,,1.711000e-04,0.00554844
1.712000e-04,0.0203469,0.0258969,,1.712000e-04,0.00555625
1.713000e-04,0.0202656,0.0258813,,1.713000e-04,0.00561562
1.714000e-04,0.0203688,0.0258625,,1.714000e-04,0.00549688
1.715000e-04,0.0203406,0.025875,,1.715000e-04,0.00554375
1.716000e-04,0.0203594,0.0259219,,1.716000e-04,0.0055625
1.717000e-04,0.0203688,0.0258938,,1.717000e-04,0.00552344
1.718000e-04,0.0202688,0.0258094,,1.718000e-04,0.00552187
1.719000e-04,0.0202594,0.0258156,,1.719000e-04,0.00556875
1.720000e-04,0.0203438,0.0258719,,1.720000e-04,0.00552969
1.721000e-04,0.0202656,0.0257313,,1.721000e-04,0.00546406
1.722000e-04,0.0202813,0.0257188,,1.722000e-04,0.00542813
1.723000e-04,0.020275,0.0258063,,1.723000e-04,0.0055375
1.724000e-04,0.0202562,0.0257687,,1.724000e-04,0.0055125
1.725000e-04,0.0202125,0.0258,,1.725000e-04,0.00559219
1.726000e-04,0.0202906,0.0257625,,1.726000e-04,0.00548125
1.727000e-04,0.020275,0.0257906,,1.727000e-04,0.00553438
1.728000e-04,0.0202844,0.0257969,,1.728000e-04,0.0055125
1.729000e-04,0.0203219,0.0257531,,1.729000e-04,0.00543437
1.730000e-04,0.0202906,0.0257625,,1.730000e-04,0.00548281
1.731000e-04,0.0202969,0.0258156,,1.731000e-04,0.00550156
1.732000e-04,0.0202844,0.0258156,,1.732000e-04,0.0055625
1.733000e-04,0.0202937,0.0257281,,1.733000e-04,0.00544688
1.734000e-04,0.0202562,0.0257844,,1.734000e-04,0.00553438
1.735000e-04,0.0202562,0.0257781,,1.735000e-04,0.00553438
1.736000e-04,0.0203344,0.0258531,,1.736000e-04,0.0055125
1.737000e-04,0.0201937,0.025825,,1.737000e-04,0.00563125
1.738000e-04,0.0202688,0.0257938,,1.738000e-04,0.005525
1.739000e-04,0.0202562,0.0258219,,1.739000e-04,0.00556563
1.740000e-04,0.0203,0.0257781,,1.740000e-04,0.00546562
1.741000e-04,0.020225,0.0257188,,1.741000e-04,0.00551719
1.742000e-04,0.0203219,0.0256688,,1.742000e-04,0.0053625
1.743000e-04,0.0202781,0.02575,,1.743000e-04,0.0054625
1.744000e-04,0.0203156,0.0257687,,1.744000e-04,0.00546094
1.745000e-04,0.0202313,0.0257188,,1.745000e-04,0.00548906
1.746000e-04,0.0202,0.0257125,,1.746000e-04,0.005525
1.747000e-04,0.020275,0.0256594,,1.747000e-04,0.00538594
1.748000e-04,0.0203031,0.0258156,,1.748000e-04,0.00549531
1.749000e-04,0.02025,0.0256938,,1.749000e-04,0.00544531
1.750000e-04,0.02015,0.0257438,,1.750000e-04,0.00559844
1.751000e-04,0.0202188,0.0257125,,1.751000e-04,0.00548594
1.752000e-04,0.0202313,0.0256844,,1.752000e-04,0.00546406
1.753000e-04,0.0201469,0.025725,,1.753000e-04,0.00558437
1.754000e-04,0.0202094,0.0257156,,1.754000e-04,0.0055125
1.755000e-04,0.0202125,0.0257094,,1.755000e-04,0.00548906
1.756000e-04,0.020225,0.0257125,,1.756000e-04,0.00549375
1.757000e-04,0.0202719,0.0257375,,1.757000e-04,0.00545625
1.758000e-04,0.0202344,0.0257188,,1.758000e-04,0.00548281
1.759000e-04,0.0201875,0.0256875,,1.759000e-04,0.00550938
1.760000e-04,0.0201375,0.02575,,1.760000e-04,0.00565625
1.761000e-04,0.0202219,0.0257406,,1.761000e-04,0.00552187
1.762000e-04,0.0201844,0.0256906,,1.762000e-04,0.00550938
1.763000e-04,0.0202375,0.0257344,,1.763000e-04,0.00551719
1.764000e-04,0.0202031,0.0257625,,1.764000e-04,0.00556563
1.765000e-04,0.0201781,0.0257438,,1.765000e-04,0.00556563
1.766000e-04,0.0201594,0.0257281,,1.766000e-04,0.00559375
1.767000e-04,0.0201719,0.0256344,,1.767000e-04,0.0054625
1.768000e-04,0.0201563,0.0256656,,1.768000e-04,0.00549844
1.769000e-04,0.0201781,0.025675,,1.769000e-04,0.00548594
1.770000e-04,0.0202063,0.0256563,,1.770000e-04,0.00545938
1.771000e-04,0.0202063,0.0256719,,1.771000e-04,0.00546406
1.772000e-04,0.020175,0.0256688,,1.772000e-04,0.00549531
1.773000e-04,0.0201125,0.0256188,,1.773000e-04,0.00551406
1.774000e-04,0.0201219,0.0256844,,1.774000e-04,0.00555938
1.775000e-04,0.0201781,0.0256031,,1.775000e-04,0.00541563
1.776000e-04,0.0201719,0.025725,,1.776000e-04,0.00555938
1.777000e-04,0.0201906,0.0256688,,1.777000e-04,0.00546719
1.778000e-04,0.0202406,0.0256594,,1.778000e-04,0.00541875
1.779000e-04,0.0202281,0.0255875,,1.779000e-04,0.00535625
1.780000e-04,0.020075,0.0256469,,1.780000e-04,0.00556563
1.781000e-04,0.0201906,0.0256406,,1.781000e-04,0.00545313
1.782000e-04,0.0201531,0.0256906,,1.782000e-04,0.00554219
1.783000e-04,0.0201594,0.0256344,,1.783000e-04,0.00548125
1.784000e-04,0.0201594,0.0255844,,1.784000e-04,0.00544375
1.785000e-04,0.0201156,0.0256188,,1.785000e-04,0.0055
1.786000e-04,0.0201375,0.0256375,,1.786000e-04,0.00549688
1.787000e-04,0.0201281,0.0256344,,1.787000e-04,0.0055125
1.788000e-04,0.0202125,0.0256688,,1.788000e-04,0.00548594
1.789000e-04,0.0201781,0.0256,,1.789000e-04,0.00542031
1.790000e-04,0.020175,0.0256156,,1.790000e-04,0.00542969
1.791000e-04,0.0201594,0.0255375,,1.791000e-04,0.00538125
1.792000e-04,0.0200844,0.0255438,,1.792000e-04,0.00546562
1.793000e-04,0.0200687,0.0255875,,1.793000e-04,0.00554844
1.794000e-04,0.0200094,0.0255844,,1.794000e-04,0.00559375
1.795000e-04,0.0200406,0.0256344,,1.795000e-04,0.00559375
1.796000e-04,0.0200844,0.0257188,,1.796000e-04,0.00564844
1.797000e-04,0.0200656,0.0255531,,1.797000e-04,0.00551563
1.798000e-04,0.020075,0.0256094,,1.798000e-04,0.00553125
1.799000e-04,0.0201031,0.0255781,,1.799000e-04,0.0055
1.800000e-04,0.0200687,0.0256219,,1.800000e-04,0.00555781
1.801000e-04,0.0200844,0.0255781,,1.801000e-04,0.0054875
1.802000e-04,0.020125,0.0255656,,1.802000e-04,0.00542031
1.803000e-04,0.0201875,0.0256,,1.803000e-04,0.00542188
1.804000e-04,0.0201344,0.0255969,,1.804000e-04,0.00546094
1.805000e-04,0.0201031,0.02555,,1.805000e-04,0.00544688
1.806000e-04,0.0200125,0.0255688,,1.806000e-04,0.00556406
1.807000e-04,0.0200625,0.0256156,,1.807000e-04,0.00554688
1.808000e-04,0.0200906,0.0255438,,1.808000e-04,0.00545
1.809000e-04,0.0200594,0.0255812,,1.809000e-04,0.00552344
1.810000e-04,0.0199969,0.0255313,,1.810000e-04,0.00553438
1.811000e-04,0.0200625,0.025575,,1.811000e-04,0.00553125
1.812000e-04,0.0200406,0.0255969,,1.812000e-04,0.00558594
1.813000e-04,0.0200469,0.0256094,,1.813000e-04,0.005575
1.814000e-04,0.0201,0.0256313,,1.814000e-04,0.00552813
1.815000e-04,0.0200188,0.0256125,,1.815000e-04,0.00561094
1.816000e-04,0.0199688,0.0255688,,1.816000e-04,0.00559219
1.817000e-04,0.0200344,0.0255281,,1.817000e-04,0.0054875
1.818000e-04,0.0200344,0.0255781,,1.818000e-04,0.00554219
1.819000e-04,0.0200781,0.0255594,,1.819000e-04,0.00549219
1.820000e-04,0.0200594,0.0256281,,1.820000e-04,0.00555625
1.821000e-04,0.0199969,0.0255969,,1.821000e-04,0.00560469
1.822000e-04,0.02,0.0255281,,1.822000e-04,0.00554688
1.823000e-04,0.0200406,0.0254969,,1.823000e-04,0.00546562
1.824000e-04,0.0200313,0.0255719,,1.824000e-04,0.00552344
1.825000e-04,0.0200375,0.0255344,,1.825000e-04,0.00550625
1.826000e-04,0.0199844,0.0255031,,1.826000e-04,0.00552656
1.827000e-04,0.02005,0.0255094,,1.827000e-04,0.00547813
1.828000e-04,0.0199969,0.0255719,,1.828000e-04,0.00557031
1.829000e-04,0.0200125,0.0254688,,1.829000e-04,0.005475
1.830000e-04,0.0200625,0.0255187,,1.830000e-04,0.00548438
1.831000e-04,0.0199344,0.0254938,,1.831000e-04,0.00556563
1.832000e-04,0.0199906,0.0254656,,1.832000e-04,0.00549375
1.833000e-04,0.0200281,0.025575,,1.833000e-04,0.00553906
1.834000e-04,0.0200281,0.025525,,1.834000e-04,0.00550469
1.835000e-04,0.0199969,0.0254656,,1.835000e-04,0.00546875
1.836000e-04,0.0200094,0.0254313,,1.836000e-04,0.00544063
1.837000e-04,0.0200625,0.0255156,,1.837000e-04,0.00543437
1.838000e-04,0.0199906,0.0254844,,1.838000e-04,0.0055
1.839000e-04,0.0199844,0.0254594,,1.839000e-04,0.0054875
1.840000e-04,0.0199688,0.02555,,1.840000e-04,0.00558125
1.841000e-04,0.0199406,0.0255375,,1.841000e-04,0.00559531
1.842000e-04,0.0199063,0.0254906,,1.842000e-04,0.00558281
1.843000e-04,0.0199781,0.0254875,,1.843000e-04,0.00551719
1.844000e-04,0.0200156,0.0255031,,1.844000e-04,0.00547344
1.845000e-04,0.02005,0.0255625,,1.845000e-04,0.00549375
1.846000e-04,0.0200094,0.0255781,,1.846000e-04,0.00554688
1.847000e-04,0.0199969,0.0254438,,1.847000e-04,0.00545469
1.848000e-04,0.0199437,0.0254594,,1.848000e-04,0.00552969
1.849000e-04,0.0199313,0.0254813,,1.849000e-04,0.005575
1.850000e-04,0.0200094,0.0254719,,1.850000e-04,0.00545938
1.851000e-04,0.0199188,0.025475,,1.851000e-04,0.00556719
1.852000e-04,0.0199375,0.0254781,,1.852000e-04,0.00555938
1.853000e-04,0.0199625,0.0254875,,1.853000e-04,0.00553438
1.854000e-04,0.019875,0.02545,,1.854000e-04,0.00556094
1.855000e-04,0.019975,0.0254031,,1.855000e-04,0.0054625
1.856000e-04,0.0199219,0.0254094,,1.856000e-04,0.00551563
1.857000e-04,0.0199469,0.0254063,,1.857000e-04,0.005475
1.858000e-04,0.0199,0.0253969,,1.858000e-04,0.00548594
1.859000e-04,0.0199625,0.0254281,,1.859000e-04,0.00545469
1.860000e-04,0.0199281,0.0254469,,1.860000e-04,0.00553594
1.861000e-04,0.0199094,0.0254656,,1.861000e-04,0.005575
1.862000e-04,0.0199688,0.0254,,1.862000e-04,0.00544375
1.863000e-04,0.0199031,0.0254063,,1.863000e-04,0.00549219
1.864000e-04,0.0198844,0.0254688,,1.864000e-04,0.00559063
1.865000e-04,0.0200125,0.0254125,,1.865000e-04,0.00539531
1.866000e-04,0.0199938,0.0254188,,1.866000e-04,0.00545
1.867000e-04,0.0199875,0.0254375,,1.867000e-04,0.00546719
1.868000e-04,0.0199563,0.0253969,,1.868000e-04,0.00545
1.869000e-04,0.0199844,0.0253688,,1.869000e-04,0.00537813
1.870000e-04,0.0199531,0.0254438,,1.870000e-04,0.00549844
1.871000e-04,0.019875,0.0254,,1.871000e-04,0.00551875
1.872000e-04,0.019925,0.0254281,,1.872000e-04,0.00550625
1.873000e-04,0.0199125,0.0254094,,1.873000e-04,0.00551563
1.874000e-04,0.0198375,0.0253688,,1.874000e-04,0.00554063
1.875000e-04,0.0199469,0.0253312,,1.875000e-04,0.00536875
1.876000e-04,0.0199406,0.0253813,,1.876000e-04,0.00543125
1.877000e-04,0.019875,0.0254438,,1.877000e-04,0.00554844
1.878000e-04,0.0199125,0.0253625,,1.878000e-04,0.005475
1.879000e-04,0.0198563,0.0253781,,1.879000e-04,0.00552813
1.880000e-04,0.0198469,0.0253625,,1.880000e-04,0.00551406
1.881000e-04,0.019875,0.0253719,,1.881000e-04,0.00550625
1.882000e-04,0.0198812,0.0253469,,1.882000e-04,0.00547344
1.883000e-04,0.01985,0.0253406,,1.883000e-04,0.00548906
1.884000e-04,0.0198344,0.0252906,,1.884000e-04,0.005475
1.885000e-04,0.0198344,0.0253344,,1.885000e-04,0.0055
1.886000e-04,0.0198938,0.0253719,,1.886000e-04,0.00548125
1.887000e-04,0.0198781,0.0253281,,1.887000e-04,0.00546875
1.888000e-04,0.0198844,0.0252625,,1.888000e-04,0.00539844
1.889000e-04,0.0198844,0.0253688,,1.889000e-04,0.00547813
1.890000e-04,0.0199,0.0252594,,1.890000e-04,0.00536875
1.891000e-04,0.0199313,0.0253594,,1.891000e-04,0.00543437
1.892000e-04,0.0198469,0.0254125,,1.892000e-04,0.00556563
1.893000e-04,0.0198375,0.025325,,1.893000e-04,0.00547656
1.894000e-04,0.0198938,0.0253406,,1.894000e-04,0.00543281
1.895000e-04,0.0198406,0.0252344,,1.895000e-04,0.00541875
1.896000e-04,0.0199219,0.0252594,,1.896000e-04,0.00533594
1.897000e-04,0.0198281,0.0253063,,1.897000e-04,0.00546562
1.898000e-04,0.0198438,0.025275,,1.898000e-04,0.00542344
1.899000e-04,0.0198875,0.0253156,,1.899000e-04,0.00544688
1.900000e-04,0.0198656,0.0253656,,1.900000e-04,0.00550156
1.901000e-04,0.0197938,0.0252687,,1.901000e-04,0.0054625
1.902000e-04,0.0198844,0.0252594,,1.902000e-04,0.00538125
1.903000e-04,0.0199437,0.0252625,,1.903000e-04,0.00531406
1.904000e-04,0.0198094,0.0253469,,1.904000e-04,0.00555625
1.905000e-04,0.01985,0.025375,,1.905000e-04,0.00554375
1.906000e-04,0.0197781,0.0252625,,1.906000e-04,0.00548906
1.907000e-04,0.0197469,0.0252813,,1.907000e-04,0.00554375
1.908000e-04,0.0198187,0.0252781,,1.908000e-04,0.00545938
1.909000e-04,0.0198719,0.0252906,,1.909000e-04,0.00544219
1.910000e-04,0.01975,0.0252687,,1.910000e-04,0.00551719
1.911000e-04,0.0197344,0.0252781,,1.911000e-04,0.00553906
1.912000e-04,0.019725,0.0252719,,1.912000e-04,0.00555156
1.913000e-04,0.0197656,0.0252781,,1.913000e-04,0.0055125
1.914000e-04,0.0197719,0.0252969,,1.914000e-04,0.00555312
1.915000e-04,0.0198,0.0252875,,1.915000e-04,0.00549688
1.916000e-04,0.0197469,0.0252813,,1.916000e-04,0.00555938
1.917000e-04,0.0197625,0.0252313,,1.917000e-04,0.00544688
1.918000e-04,0.0197594,0.0252844,,1.918000e-04,0.00550938
1.919000e-04,0.0197688,0.0251719,,1.919000e-04,0.00542031
1.920000e-04,0.0197906,0.0251969,,1.920000e-04,0.00539688
1.921000e-04,0.019775,0.0252656,,1.921000e-04,0.00549062
1.922000e-04,0.0196563,0.025175,,1.922000e-04,0.00552344
1.923000e-04,0.0197313,0.0252656,,1.923000e-04,0.00553281
1.924000e-04,0.0198,0.0252594,,1.924000e-04,0.00547188
1.925000e-04,0.019725,0.0252813,,1.925000e-04,0.00557656
1.926000e-04,0.01975,0.02525,,1.926000e-04,0.00550625
1.927000e-04,0.0196219,0.0251906,,1.927000e-04,0.00557344
1.928000e-04,0.0197938,0.0252563,,1.928000e-04,0.00547344
1.929000e-04,0.0197188,0.0251813,,1.929000e-04,0.005475
1.930000e-04,0.0197,0.0251781,,1.930000e-04,0.00548594
1.931000e-04,0.0197031,0.0251813,,1.931000e-04,0.00547813
1.932000e-04,0.0197438,0.0252281,,1.932000e-04,0.0054875
1.933000e-04,0.0197375,0.0252656,,1.933000e-04,0.00553594
1.934000e-04,0.0197531,0.025275,,1.934000e-04,0.00553281
1.935000e-04,0.0197906,0.0251938,,1.935000e-04,0.0054125
1.936000e-04,0.0197844,0.0252813,,1.936000e-04,0.00550156
1.937000e-04,0.019725,0.0252313,,1.937000e-04,0.00550156
1.938000e-04,0.0196125,0.0252125,,1.938000e-04,0.0056125
1.939000e-04,0.0196937,0.0251594,,1.939000e-04,0.00548906
1.940000e-04,0.0197281,0.0252219,,1.940000e-04,0.00550469
1.941000e-04,0.0197406,0.025175,,1.941000e-04,0.00542969
1.942000e-04,0.0197063,0.0251906,,1.942000e-04,0.00549688
1.943000e-04,0.0196469,0.025175,,1.943000e-04,0.00552813
1.944000e-04,0.0196937,0.0252219,,1.944000e-04,0.00553438
1.945000e-04,0.0196312,0.0251594,,1.945000e-04,0.00553594
1.946000e-04,0.0197031,0.0251594,,1.946000e-04,0.00546406
1.947000e-04,0.0197156,0.0251844,,1.947000e-04,0.00549375
1.948000e-04,0.0196531,0.0251938,,1.948000e-04,0.00554063
1.949000e-04,0.01965,0.0251563,,1.949000e-04,0.00550625
1.950000e-04,0.0196688,0.02515,,1.950000e-04,0.00547813
1.951000e-04,0.0196656,0.0251875,,1.951000e-04,0.00553438
1.952000e-04,0.0196531,0.0251563,,1.952000e-04,0.00549531
1.953000e-04,0.0196469,0.0251969,,1.953000e-04,0.00556875
1.954000e-04,0.0195625,0.0251438,,1.954000e-04,0.00558125
1.955000e-04,0.0196594,0.0252344,,1.955000e-04,0.00556094
1.956000e-04,0.0196156,0.0251563,,1.956000e-04,0.00554063
1.957000e-04,0.0196656,0.0252156,,1.957000e-04,0.00556875
1.958000e-04,0.0196563,0.0251156,,1.958000e-04,0.00546562
1.959000e-04,0.0196,0.0251969,,1.959000e-04,0.00560313
1.960000e-04,0.0196312,0.0251,,1.960000e-04,0.00547031
1.961000e-04,0.0196125,0.0251656,,1.961000e-04,0.00554688
1.962000e-04,0.0196094,0.0251094,,1.962000e-04,0.00552969
1.963000e-04,0.019575,0.0251344,,1.963000e-04,0.00555156
1.964000e-04,0.0197313,0.0250719,,1.964000e-04,0.00532656
1.965000e-04,0.0194344,0.0251594,,1.965000e-04,0.0057375
1.966000e-04,0.0196031,0.0252,,1.966000e-04,0.00559688
1.967000e-04,0.019625,0.0252156,,1.967000e-04,0.00559688
1.968000e-04,0.0196063,0.025125,,1.968000e-04,0.00551563
1.969000e-04,0.0195969,0.0249875,,1.969000e-04,0.00540625
1.970000e-04,0.0196,0.0250406,,1.970000e-04,0.00544219
1.971000e-04,0.0195656,0.0250813,,1.971000e-04,0.00552813
1.972000e-04,0.0195875,0.0250688,,1.972000e-04,0.00547188
1.973000e-04,0.0195781,0.0251,,1.973000e-04,0.00552813
1.974000e-04,0.0195531,0.0250156,,1.974000e-04,0.00544063
1.975000e-04,0.0195781,0.0249969,,1.975000e-04,0.00541875
1.976000e-04,0.0195625,0.0251031,,1.976000e-04,0.00554063
1.977000e-04,0.0194938,0.0251094,,1.977000e-04,0.005625
1.978000e-04,0.0195375,0.0251063,,1.978000e-04,0.00556719
1.979000e-04,0.0195625,0.0250594,,1.979000e-04,0.00550938
1.980000e-04,0.0194625,0.0250344,,1.980000e-04,0.00556563
1.981000e-04,0.0195156,0.025075,,1.981000e-04,0.00555625
1.982000e-04,0.019525,0.0250969,,1.982000e-04,0.00556563
1.983000e-04,0.0194781,0.0250781,,1.983000e-04,0.00558281
1.984000e-04,0.0194625,0.0250281,,1.984000e-04,0.00556563
1.985000e-04,0.0195406,0.025025,,1.985000e-04,0.00550938
1.986000e-04,0.0194563,0.0250938,,1.986000e-04,0.00564219
1.987000e-04,0.0194625,0.0249969,,1.987000e-04,0.00554063
1.988000e-04,0.019575,0.0251031,,1.988000e-04,0.00553281
