Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG,,,Waveform Type,ANALOG
-1.227000e-03,0.048475,0.0445531,,-1.227000e-03,-0.00391719
-1.226900e-03,0.0484969,0.0446063,,-1.226900e-03,-0.00388906
-1.226800e-03,0.0485031,0.0446313,,-1.226800e-03,-0.00385156
-1.226700e-03,0.0485219,0.0446594,,-1.226700e-03,-0.00386563
-1.226600e-03,0.0484781,0.0445781,,-1.226600e-03,-0.00389531
-1.226500e-03,0.0484469,0.0446594,,-1.226500e-03,-0.00378281
-1.226400e-03,0.0484562,0.044525,,-1.226400e-03,-0.00390625
-1.226300e-03,0.0484969,0.0445938,,-1.226300e-03,-0.00390938
-1.226200e-03,0.0484219,0.04465,,-1.226200e-03,-0.00375938
-1.226100e-03,0.04845,0.0446469,,-1.226100e-03,-0.00379531
-1.226000e-03,0.0484625,0.0446625,,-1.226000e-03,-0.00380156
-1.225900e-03,0.0484531,0.0445719,,-1.225900e-03,-0.00387031
-1.225800e-03,0.0484438,0.0445969,,-1.225800e-03,-0.00384375
-1.225700e-03,0.0484688,0.0446156,,-1.225700e-03,-0.00385938
-1.225600e-03,0.0485313,0.0446594,,-1.225600e-03,-0.00386406
-1.225500e-03,0.0484719,0.0446406,,-1.225500e-03,-0.00383438
-1.225400e-03,0.0484531,0.0446531,,-1.225400e-03,-0.00379844
-1.225300e-03,0.0485063,0.0446187,,-1.225300e-03,-0.00389219
-1.225200e-03,0.0484656,0.0446,,-1.225200e-03,-0.00385156
-1.225100e-03,0.0484781,0.0446719,,-1.225100e-03,-0.00378906
-1.225000e-03,0.0484813,0.0446219,,-1.225000e-03,-0.00386563
-1.224900e-03,0.0485031,0.044675,,-1.224900e-03,-0.00381563
-1.224800e-03,0.0484813,0.044575,,-1.224800e-03,-0.00390625
-1.224700e-03,0.0485656,0.0445875,,-1.224700e-03,-0.00398281
-1.224600e-03,0.0485406,0.04465,,-1.224600e-03,-0.00387031
-1.224500e-03,0.0484562,0.04465,,-1.224500e-03,-0.00381875
-1.224400e-03,0.0486,0.0446219,,-1.224400e-03,-0.00396875
-1.224300e-03,0.0485313,0.0446531,,-1.224300e-03,-0.00389219
-1.224200e-03,0.0485187,0.0446656,,-1.224200e-03,-0.00385781
-1.224100e-03,0.0485625,0.0446,,-1.224100e-03,-0.00396875
-1.224000e-03,0.0485344,0.0446313,,-1.224000e-03,-0.00389062
-1.223900e-03,0.0485563,0.0446406,,-1.223900e-03,-0.00391406
-1.223800e-03,0.0484781,0.04465,,-1.223800e-03,-0.00383438
-1.223700e-03,0.0485187,0.0447094,,-1.223700e-03,-0.00380313
-1.223600e-03,0.0485125,0.0446875,,-1.223600e-03,-0.003825
-1.223500e-03,0.0484813,0.0446063,,-1.223500e-03,-0.003875
-1.223400e-03,0.04855,0.0447125,,-1.223400e-03,-0.00386875
-1.223300e-03,0.0485156,0.0446406,,-1.223300e-03,-0.00387813
-1.223200e-03,0.0485563,0.0446469,,-1.223200e-03,-0.00389219
-1.223100e-03,0.0484844,0.0447406,,-1.223100e-03,-0.00373281
-1.223000e-03,0.0485656,0.0445938,,-1.223000e-03,-0.0039625
-1.222900e-03,0.0485688,0.044725,,-1.222900e-03,-0.00384375
-1.222800e-03,0.0485375,0.0446781,,-1.222800e-03,-0.00386719
-1.222700e-03,0.0485156,0.0447094,,-1.222700e-03,-0.00379844
-1.222600e-03,0.048575,0.0447094,,-1.222600e-03,-0.00387813
-1.222500e-03,0.0486,0.0447313,,-1.222500e-03,-0.00387656
-1.222400e-03,0.0485375,0.0446531,,-1.222400e-03,-0.00388125
-1.222300e-03,0.0484969,0.0446656,,-1.222300e-03,-0.00384375
-1.222200e-03,0.0485406,0.0446625,,-1.222200e-03,-0.00388594
-1.222100e-03,0.0485594,0.0446219,,-1.222100e-03,-0.00392344
-1.222000e-03,0.0486156,0.04465,,-1.222000e-03,-0.00395781
-1.221900e-03,0.0486375,0.0447531,,-1.221900e-03,-0.00387813
-1.221800e-03,0.0485313,0.0446031,,-1.221800e-03,-0.00392969
-1.221700e-03,0.0486031,0.0447125,,-1.221700e-03,-0.00388438
-1.221600e-03,0.0485938,0.0447688,,-1.221600e-03,-0.00382813
-1.221500e-03,0.0484906,0.0446563,,-1.221500e-03,-0.00385469
-1.221400e-03,0.0486156,0.0446031,,-1.221400e-03,-0.00399844
-1.221300e-03,0.04855,0.0446625,,-1.221300e-03,-0.00386719
-1.221200e-03,0.0485,0.0446344,,-1.221200e-03,-0.00386719
-1.221100e-03,0.0485969,0.0447344,,-1.221100e-03,-0.00384375
-1.221000e-03,0.0485969,0.0447188,,-1.221000e-03,-0.00388125
-1.220900e-03,0.0485469,0.0447094,,-1.220900e-03,-0.00384375
-1.220800e-03,0.0485344,0.0446969,,-1.220800e-03,-0.00382813
-1.220700e-03,0.0485594,0.0447719,,-1.220700e-03,-0.00378594
-1.220600e-03,0.04855,0.0447344,,-1.220600e-03,-0.0038125
-1.220500e-03,0.0485594,0.0446469,,-1.220500e-03,-0.00389844
-1.220400e-03,0.0485656,0.04475,,-1.220400e-03,-0.00380781
-1.220300e-03,0.0485875,0.0447375,,-1.220300e-03,-0.0038625
-1.220200e-03,0.0485438,0.0446594,,-1.220200e-03,-0.00388438
-1.220100e-03,0.0485469,0.0447344,,-1.220100e-03,-0.00382188
-1.220000e-03,0.0485656,0.0447031,,-1.220000e-03,-0.00386563
-1.219900e-03,0.0485906,0.0446781,,-1.219900e-03,-0.00389375
-1.219800e-03,0.0486188,0.044675,,-1.219800e-03,-0.00395781
-1.219700e-03,0.0485875,0.0447437,,-1.219700e-03,-0.00384063
-1.219600e-03,0.048625,0.0446563,,-1.219600e-03,-0.00395313
-1.219500e-03,0.0486188,0.0446156,,-1.219500e-03,-0.00401563
-1.219400e-03,0.0485781,0.0447344,,-1.219400e-03,-0.00384219
-1.219300e-03,0.0485688,0.0447469,,-1.219300e-03,-0.00382969
-1.219200e-03,0.0485375,0.044725,,-1.219200e-03,-0.00382031
-1.219100e-03,0.0486563,0.0448313,,-1.219100e-03,-0.00380938
-1.219000e-03,0.0486281,0.0447219,,-1.219000e-03,-0.00390625
-1.218900e-03,0.04865,0.0447219,,-1.218900e-03,-0.00393438
-1.218800e-03,0.0486031,0.0447344,,-1.218800e-03,-0.00387656
-1.218700e-03,0.0485781,0.0447563,,-1.218700e-03,-0.00382031
-1.218600e-03,0.0485375,0.0447219,,-1.218600e-03,-0.00381563
-1.218500e-03,0.048625,0.0447969,,-1.218500e-03,-0.00381563
-1.218400e-03,0.0486781,0.0447719,,-1.218400e-03,-0.0039125
-1.218300e-03,0.0485281,0.0447656,,-1.218300e-03,-0.0037625
-1.218200e-03,0.0485688,0.0447406,,-1.218200e-03,-0.00384375
-1.218100e-03,0.0486344,0.0447844,,-1.218100e-03,-0.0038625
-1.218000e-03,0.0486875,0.0447719,,-1.218000e-03,-0.00391719
-1.217900e-03,0.0486938,0.0447344,,-1.217900e-03,-0.00395625
-1.217800e-03,0.0486813,0.0447375,,-1.217800e-03,-0.00394844
-1.217700e-03,0.0486375,0.0447844,,-1.217700e-03,-0.00386719
-1.217600e-03,0.048675,0.0447813,,-1.217600e-03,-0.00390625
-1.217500e-03,0.0486531,0.0447031,,-1.217500e-03,-0.00395625
-1.217400e-03,0.048675,0.044825,,-1.217400e-03,-0.00386406
-1.217300e-03,0.0485938,0.044775,,-1.217300e-03,-0.00382031
-1.217200e-03,0.0486688,0.0447938,,-1.217200e-03,-0.00388125
-1.217100e-03,0.0486531,0.0448469,,-1.217100e-03,-0.00382344
-1.217000e-03,0.0486719,0.0448062,,-1.217000e-03,-0.00384844
-1.216900e-03,0.0486406,0.0448125,,-1.216900e-03,-0.00382031
-1.216800e-03,0.0487156,0.0448031,,-1.216800e-03,-0.0039125
-1.216700e-03,0.0487375,0.0448125,,-1.216700e-03,-0.00391562
-1.216600e-03,0.0486531,0.0448375,,-1.216600e-03,-0.00380781
-1.216500e-03,0.0486719,0.0448062,,-1.216500e-03,-0.00386719
-1.216400e-03,0.0486,0.0448094,,-1.216400e-03,-0.00378437
-1.216300e-03,0.04865,0.0448281,,-1.216300e-03,-0.00380625
-1.216200e-03,0.0486594,0.0447594,,-1.216200e-03,-0.00389375
-1.216100e-03,0.0486906,0.0448219,,-1.216100e-03,-0.00386094
-1.216000e-03,0.0486281,0.044775,,-1.216000e-03,-0.00384063
-1.215900e-03,0.0486406,0.044825,,-1.215900e-03,-0.00381094
-1.215800e-03,0.0487031,0.0448313,,-1.215800e-03,-0.00386563
-1.215700e-03,0.0486625,0.044825,,-1.215700e-03,-0.00384219
-1.215600e-03,0.0486469,0.0448125,,-1.215600e-03,-0.00384531
-1.215500e-03,0.0486844,0.0448563,,-1.215500e-03,-0.0038375
-1.215400e-03,0.0487719,0.0448938,,-1.215400e-03,-0.00386406
-1.215300e-03,0.04875,0.0448531,,-1.215300e-03,-0.00390313
-1.215200e-03,0.0487281,0.0448906,,-1.215200e-03,-0.00384375
-1.215100e-03,0.0486219,0.0447906,,-1.215100e-03,-0.00382813
-1.215000e-03,0.0486563,0.0448125,,-1.215000e-03,-0.00384844
-1.214900e-03,0.0486844,0.0447906,,-1.214900e-03,-0.00388438
-1.214800e-03,0.0486813,0.0447969,,-1.214800e-03,-0.00387813
-1.214700e-03,0.048725,0.044825,,-1.214700e-03,-0.0038875
-1.214600e-03,0.0487313,0.0449063,,-1.214600e-03,-0.00382031
-1.214500e-03,0.0486875,0.0448656,,-1.214500e-03,-0.0038375
-1.214400e-03,0.0486719,0.0448563,,-1.214400e-03,-0.00381719
-1.214300e-03,0.0487,0.0448563,,-1.214300e-03,-0.00384375
-1.214200e-03,0.0487125,0.0448125,,-1.214200e-03,-0.00390625
-1.214100e-03,0.0487281,0.0447531,,-1.214100e-03,-0.00395625
-1.214000e-03,0.0487344,0.0448313,,-1.214000e-03,-0.00391406
-1.213900e-03,0.0486313,0.0448531,,-1.213900e-03,-0.00381094
-1.213800e-03,0.0486844,0.0448375,,-1.213800e-03,-0.0038375
-1.213700e-03,0.0487188,0.0448156,,-1.213700e-03,-0.0038875
-1.213600e-03,0.0487094,0.0448438,,-1.213600e-03,-0.00386094
-1.213500e-03,0.0488469,0.04495,,-1.213500e-03,-0.00387813
-1.213400e-03,0.0487094,0.0448875,,-1.213400e-03,-0.003825
-1.213300e-03,0.0486938,0.044925,,-1.213300e-03,-0.00377188
-1.213200e-03,0.0487188,0.0448563,,-1.213200e-03,-0.00386719
-1.213100e-03,0.0487344,0.0449563,,-1.213100e-03,-0.00379688
-1.213000e-03,0.0487406,0.0448625,,-1.213000e-03,-0.00386719
-1.212900e-03,0.0487094,0.0449688,,-1.212900e-03,-0.00373281
-1.212800e-03,0.04865,0.0448781,,-1.212800e-03,-0.00377188
-1.212700e-03,0.04875,0.044825,,-1.212700e-03,-0.00391406
-1.212600e-03,0.0487188,0.0448719,,-1.212600e-03,-0.00383281
-1.212500e-03,0.048775,0.0449375,,-1.212500e-03,-0.00384063
-1.212400e-03,0.0487438,0.0448969,,-1.212400e-03,-0.0038625
-1.212300e-03,0.0486938,0.04495,,-1.212300e-03,-0.00377031
-1.212200e-03,0.04875,0.0448406,,-1.212200e-03,-0.00392031
-1.212100e-03,0.0487313,0.044875,,-1.212100e-03,-0.0038625
-1.212000e-03,0.0487406,0.0449063,,-1.212000e-03,-0.003825
-1.211900e-03,0.0487469,0.0449531,,-1.211900e-03,-0.00378906
-1.211800e-03,0.0487188,0.0448563,,-1.211800e-03,-0.00385469
-1.211700e-03,0.0487969,0.0448969,,-1.211700e-03,-0.00391094
-1.211600e-03,0.0487406,0.0448844,,-1.211600e-03,-0.00384844
-1.211500e-03,0.0488063,0.0449063,,-1.211500e-03,-0.00390625
-1.211400e-03,0.0487813,0.0449344,,-1.211400e-03,-0.0038375
-1.211300e-03,0.0488063,0.0448781,,-1.211300e-03,-0.00390625
-1.211200e-03,0.0488,0.0449031,,-1.211200e-03,-0.00389375
-1.211100e-03,0.0487781,0.0449125,,-1.211100e-03,-0.00385156
-1.211000e-03,0.0487344,0.0448938,,-1.211000e-03,-0.00385313
-1.210900e-03,0.048775,0.0449,,-1.210900e-03,-0.00389375
-1.210800e-03,0.0488125,0.0449563,,-1.210800e-03,-0.00386406
-1.210700e-03,0.0487719,0.0449594,,-1.210700e-03,-0.00381719
-1.210600e-03,0.0488094,0.0449063,,-1.210600e-03,-0.00390313
-1.210500e-03,0.0488125,0.0449719,,-1.210500e-03,-0.00386563
-1.210400e-03,0.0487375,0.0448625,,-1.210400e-03,-0.00387188
-1.210300e-03,0.0488688,0.0449188,,-1.210300e-03,-0.0039625
-1.210200e-03,0.0487594,0.0449188,,-1.210200e-03,-0.00384531
-1.210100e-03,0.0487531,0.0449781,,-1.210100e-03,-0.00378125
-1.210000e-03,0.0487219,0.0449094,,-1.210000e-03,-0.00382188
-1.209900e-03,0.0488094,0.0449781,,-1.209900e-03,-0.00382031
-1.209800e-03,0.0487281,0.0449312,,-1.209800e-03,-0.00380938
-1.209700e-03,0.0487687,0.04495,,-1.209700e-03,-0.003825
-1.209600e-03,0.0487594,0.0449688,,-1.209600e-03,-0.0038
-1.209500e-03,0.0487406,0.0449844,,-1.209500e-03,-0.00375156
-1.209400e-03,0.0488,0.0450156,,-1.209400e-03,-0.00378437
-1.209300e-03,0.0487938,0.0450063,,-1.209300e-03,-0.00378281
-1.209200e-03,0.048825,0.0449813,,-1.209200e-03,-0.00384844
-1.209100e-03,0.0487563,0.0449344,,-1.209100e-03,-0.00381406
-1.209000e-03,0.0487406,0.0449438,,-1.209000e-03,-0.00378906
-1.208900e-03,0.0488656,0.0450031,,-1.208900e-03,-0.00386406
-1.208800e-03,0.0488094,0.0450531,,-1.208800e-03,-0.00374844
-1.208700e-03,0.0488156,0.0449563,,-1.208700e-03,-0.00385
-1.208600e-03,0.0488,0.0449844,,-1.208600e-03,-0.00380156
-1.208500e-03,0.0488469,0.0449844,,-1.208500e-03,-0.00386719
-1.208400e-03,0.0488563,0.0449781,,-1.208400e-03,-0.00386094
-1.208300e-03,0.0487875,0.0449844,,-1.208300e-03,-0.00378906
-1.208200e-03,0.0488125,0.0450219,,-1.208200e-03,-0.00376875
-1.208100e-03,0.0488688,0.0450094,,-1.208100e-03,-0.00385156
-1.208000e-03,0.0488438,0.0449312,,-1.208000e-03,-0.00390781
-1.207900e-03,0.0487563,0.0449406,,-1.207900e-03,-0.00380625
-1.207800e-03,0.0488344,0.0449969,,-1.207800e-03,-0.00384844
-1.207700e-03,0.0487875,0.0449281,,-1.207700e-03,-0.00384531
-1.207600e-03,0.0488406,0.0449688,,-1.207600e-03,-0.00388438
-1.207500e-03,0.0488875,0.0450063,,-1.207500e-03,-0.00385781
-1.207400e-03,0.0488563,0.0449906,,-1.207400e-03,-0.0038625
-1.207300e-03,0.0488438,0.0449031,,-1.207300e-03,-0.00393438
-1.207200e-03,0.0488125,0.0449656,,-1.207200e-03,-0.00383125
-1.207100e-03,0.0488594,0.0449937,,-1.207100e-03,-0.00385156
-1.207000e-03,0.0487875,0.0450125,,-1.207000e-03,-0.00376563
-1.206900e-03,0.0488531,0.0449625,,-1.206900e-03,-0.00385781
-1.206800e-03,0.0488438,0.04505,,-1.206800e-03,-0.00377813
-1.206700e-03,0.0488906,0.0450188,,-1.206700e-03,-0.00386406
-1.206600e-03,0.0488469,0.0450313,,-1.206600e-03,-0.003825
-1.206500e-03,0.0488094,0.0450875,,-1.206500e-03,-0.00371719
-1.206400e-03,0.0488,0.0450219,,-1.206400e-03,-0.00377813
-1.206300e-03,0.0488281,0.0450469,,-1.206300e-03,-0.00378437
-1.206200e-03,0.048875,0.0450313,,-1.206200e-03,-0.00385
-1.206100e-03,0.0487938,0.0450469,,-1.206100e-03,-0.00375313
-1.206000e-03,0.0488469,0.0450313,,-1.206000e-03,-0.00383438
-1.205900e-03,0.04885,0.0449563,,-1.205900e-03,-0.00386406
-1.205800e-03,0.0488469,0.0450031,,-1.205800e-03,-0.00384375
-1.205700e-03,0.0488813,0.045025,,-1.205700e-03,-0.0038625
-1.205600e-03,0.0489281,0.0450906,,-1.205600e-03,-0.00383906
-1.205500e-03,0.0488406,0.0449438,,-1.205500e-03,-0.00390313
-1.205400e-03,0.0487969,0.0450469,,-1.205400e-03,-0.00375469
-1.205300e-03,0.0489031,0.0450344,,-1.205300e-03,-0.00386719
-1.205200e-03,0.0488844,0.0450313,,-1.205200e-03,-0.0038375
-1.205100e-03,0.0488063,0.0450063,,-1.205100e-03,-0.00379531
-1.205000e-03,0.0488531,0.0450688,,-1.205000e-03,-0.00378437
-1.204900e-03,0.04885,0.0450969,,-1.204900e-03,-0.00374531
-1.204800e-03,0.0488531,0.0449937,,-1.204800e-03,-0.00385781
-1.204700e-03,0.0489438,0.0450344,,-1.204700e-03,-0.00388594
-1.204600e-03,0.0488125,0.0450344,,-1.204600e-03,-0.003775
-1.204500e-03,0.0488375,0.0450781,,-1.204500e-03,-0.00375625
-1.204400e-03,0.0488969,0.0451031,,-1.204400e-03,-0.00380625
-1.204300e-03,0.0488469,0.0450813,,-1.204300e-03,-0.00378125
-1.204200e-03,0.0488469,0.0451,,-1.204200e-03,-0.00373125
-1.204100e-03,0.0488875,0.045,,-1.204100e-03,-0.00387656
-1.204000e-03,0.0488781,0.0450813,,-1.204000e-03,-0.00377813
-1.203900e-03,0.0489688,0.0450625,,-1.203900e-03,-0.00390625
-1.203800e-03,0.04885,0.0450438,,-1.203800e-03,-0.00380781
-1.203700e-03,0.0489094,0.0450875,,-1.203700e-03,-0.00382344
-1.203600e-03,0.0489094,0.0450531,,-1.203600e-03,-0.00384844
-1.203500e-03,0.0488344,0.0450688,,-1.203500e-03,-0.00376406
-1.203400e-03,0.0489281,0.0451031,,-1.203400e-03,-0.00380938
-1.203300e-03,0.0488781,0.0450813,,-1.203300e-03,-0.00377813
-1.203200e-03,0.0489375,0.0449906,,-1.203200e-03,-0.00394531
-1.203100e-03,0.0488781,0.0450844,,-1.203100e-03,-0.00378437
-1.203000e-03,0.0488937,0.0450156,,-1.203000e-03,-0.003875
-1.202900e-03,0.0489188,0.0451094,,-1.202900e-03,-0.00381563
-1.202800e-03,0.0489219,0.0450656,,-1.202800e-03,-0.00384531
-1.202700e-03,0.048925,0.0451094,,-1.202700e-03,-0.00380938
-1.202600e-03,0.0489031,0.0450594,,-1.202600e-03,-0.00384063
-1.202500e-03,0.04895,0.0451906,,-1.202500e-03,-0.00376563
-1.202400e-03,0.0489188,0.0451375,,-1.202400e-03,-0.00379375
-1.202300e-03,0.0488969,0.04505,,-1.202300e-03,-0.00384531
-1.202200e-03,0.0488906,0.0450938,,-1.202200e-03,-0.003775
-1.202100e-03,0.0489875,0.0451187,,-1.202100e-03,-0.00385781
-1.202000e-03,0.0490031,0.0451375,,-1.202000e-03,-0.00386719
-1.201900e-03,0.0488563,0.0450781,,-1.201900e-03,-0.00376875
-1.201800e-03,0.0489469,0.0450188,,-1.201800e-03,-0.00391406
-1.201700e-03,0.0489781,0.0451344,,-1.201700e-03,-0.0038375
-1.201600e-03,0.0489844,0.0450875,,-1.201600e-03,-0.00389844
-1.201500e-03,0.0489438,0.0451344,,-1.201500e-03,-0.00380781
-1.201400e-03,0.0489125,0.0451031,,-1.201400e-03,-0.00380313
-1.201300e-03,0.0489781,0.045125,,-1.201300e-03,-0.00384531
-1.201200e-03,0.048925,0.045125,,-1.201200e-03,-0.00379219
-1.201100e-03,0.0489281,0.0451344,,-1.201100e-03,-0.00379844
-1.201000e-03,0.0489438,0.04515,,-1.201000e-03,-0.00376719
-1.200900e-03,0.0490344,0.0451,,-1.200900e-03,-0.00392969
-1.200800e-03,0.0489188,0.0451719,,-1.200800e-03,-0.00372969
-1.200700e-03,0.0489219,0.0451438,,-1.200700e-03,-0.00377813
-1.200600e-03,0.0488937,0.0451,,-1.200600e-03,-0.00378281
-1.200500e-03,0.0489625,0.0451469,,-1.200500e-03,-0.00380469
-1.200400e-03,0.0489281,0.0451125,,-1.200400e-03,-0.00382813
-1.200300e-03,0.0489719,0.0451,,-1.200300e-03,-0.00386719
-1.200200e-03,0.0489031,0.0451313,,-1.200200e-03,-0.00376875
-1.200100e-03,0.0489531,0.0451563,,-1.200100e-03,-0.00379219
-1.200000e-03,0.0489188,0.0451156,,-1.200000e-03,-0.00379219
-1.199900e-03,0.0489469,0.04515,,-1.199900e-03,-0.00379531
-1.199800e-03,0.04895,0.0451156,,-1.199800e-03,-0.00382031
-1.199700e-03,0.0489688,0.0451469,,-1.199700e-03,-0.00382031
-1.199600e-03,0.0490344,0.0450875,,-1.199600e-03,-0.00393594
-1.199500e-03,0.0489344,0.0451563,,-1.199500e-03,-0.00378125
-1.199400e-03,0.0489156,0.0451719,,-1.199400e-03,-0.00374063
-1.199300e-03,0.0490156,0.0452344,,-1.199300e-03,-0.00378125
-1.199200e-03,0.04895,0.0452625,,-1.199200e-03,-0.00366719
-1.199100e-03,0.0490063,0.0451344,,-1.199100e-03,-0.00387344
-1.199000e-03,0.0490281,0.0451656,,-1.199000e-03,-0.0038625
-1.198900e-03,0.0489625,0.0451375,,-1.198900e-03,-0.00381094
-1.198800e-03,0.04895,0.0451344,,-1.198800e-03,-0.00380156
-1.198700e-03,0.0490187,0.0451094,,-1.198700e-03,-0.00388906
-1.198600e-03,0.04895,0.0451844,,-1.198600e-03,-0.00377188
-1.198500e-03,0.0489594,0.04515,,-1.198500e-03,-0.00380156
-1.198400e-03,0.04895,0.0451656,,-1.198400e-03,-0.00378125
-1.198300e-03,0.0489781,0.0451469,,-1.198300e-03,-0.00384531
-1.198200e-03,0.0489844,0.0451969,,-1.198200e-03,-0.00378125
-1.198100e-03,0.0489438,0.0451375,,-1.198100e-03,-0.00378906
-1.198000e-03,0.049025,0.0452188,,-1.198000e-03,-0.00380469
-1.197900e-03,0.0490313,0.0451938,,-1.197900e-03,-0.00382188
-1.197800e-03,0.0490187,0.0451688,,-1.197800e-03,-0.00385313
-1.197700e-03,0.0490031,0.0451594,,-1.197700e-03,-0.0038375
-1.197600e-03,0.0488875,0.0451313,,-1.197600e-03,-0.00375156
-1.197500e-03,0.0490125,0.0451219,,-1.197500e-03,-0.00388438
-1.197400e-03,0.0490531,0.0451375,,-1.197400e-03,-0.00389844
-1.197300e-03,0.0490281,0.0452844,,-1.197300e-03,-0.00375156
-1.197200e-03,0.0489844,0.0451844,,-1.197200e-03,-0.00382344
-1.197100e-03,0.0489906,0.0452313,,-1.197100e-03,-0.00374219
-1.197000e-03,0.0490125,0.0451719,,-1.197000e-03,-0.00385313
-1.196900e-03,0.0490625,0.045225,,-1.196900e-03,-0.00383281
-1.196800e-03,0.0490063,0.045225,,-1.196800e-03,-0.00375938
-1.196700e-03,0.048975,0.0451812,,-1.196700e-03,-0.0037625
-1.196600e-03,0.0490469,0.0451812,,-1.196600e-03,-0.0038625
-1.196500e-03,0.04905,0.0452188,,-1.196500e-03,-0.00380313
-1.196400e-03,0.0490125,0.0452125,,-1.196400e-03,-0.00380156
-1.196300e-03,0.0490031,0.0452094,,-1.196300e-03,-0.00378437
-1.196200e-03,0.0489969,0.0452313,,-1.196200e-03,-0.00375156
-1.196100e-03,0.0489969,0.0452281,,-1.196100e-03,-0.00374844
-1.196000e-03,0.0490531,0.045275,,-1.196000e-03,-0.00379688
-1.195900e-03,0.049025,0.0451844,,-1.195900e-03,-0.00382813
-1.195800e-03,0.0490594,0.0452063,,-1.195800e-03,-0.00384688
-1.195700e-03,0.0490969,0.0451563,,-1.195700e-03,-0.00394687
-1.195600e-03,0.0490344,0.0451969,,-1.195600e-03,-0.00385156
-1.195500e-03,0.0490469,0.045225,,-1.195500e-03,-0.00381875
-1.195400e-03,0.0490781,0.0452594,,-1.195400e-03,-0.00379844
-1.195300e-03,0.0490969,0.045225,,-1.195300e-03,-0.00386406
-1.195200e-03,0.0489938,0.0452406,,-1.195200e-03,-0.00374219
-1.195100e-03,0.0490094,0.0452781,,-1.195100e-03,-0.00371719
-1.195000e-03,0.0490156,0.0452656,,-1.195000e-03,-0.00374219
-1.194900e-03,0.049,0.0451875,,-1.194900e-03,-0.00379844
-1.194800e-03,0.0490313,0.0452625,,-1.194800e-03,-0.00375469
-1.194700e-03,0.0491281,0.0452656,,-1.194700e-03,-0.00385781
-1.194600e-03,0.0490844,0.0452094,,-1.194600e-03,-0.00385156
-1.194500e-03,0.0491344,0.0452375,,-1.194500e-03,-0.0038875
-1.194400e-03,0.0490656,0.0451906,,-1.194400e-03,-0.00386719
-1.194300e-03,0.0490938,0.0452688,,-1.194300e-03,-0.00380625
