Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,-0.00064
Sample Interval,1e-07
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Vertical Position,0
,
,
,
Label,
TIME,"MATH<CH2-CH1>"
-5.605900e-03,-0.00316563
-5.605800e-03,-0.00321875
-5.605700e-03,-0.003125
-5.605600e-03,-0.00315313
-5.605500e-03,-0.00314688
-5.605400e-03,-0.00307187
-5.605300e-03,-0.00312813
-5.605200e-03,-0.0032125
-5.605100e-03,-0.00317188
-5.605000e-03,-0.00322813
-5.604900e-03,-0.00320625
-5.604800e-03,-0.00313438
-5.604700e-03,-0.00318594
-5.604600e-03,-0.00322188
-5.604500e-03,-0.003125
-5.604400e-03,-0.00322813
-5.604300e-03,-0.0032
-5.604200e-03,-0.00321875
-5.604100e-03,-0.00324531
-5.604000e-03,-0.00319063
-5.603900e-03,-0.00317812
-5.603800e-03,-0.00326563
-5.603700e-03,-0.0031625
-5.603600e-03,-0.00309688
-5.603500e-03,-0.00325
-5.603400e-03,-0.00315625
-5.603300e-03,-0.00318906
-5.603200e-03,-0.00311094
-5.603100e-03,-0.003075
-5.603000e-03,-0.00318125
-5.602900e-03,-0.0031625
-5.602800e-03,-0.00327188
-5.602700e-03,-0.00316094
-5.602600e-03,-0.00317188
-5.602500e-03,-0.00320313
-5.602400e-03,-0.00323438
-5.602300e-03,-0.00310625
-5.602200e-03,-0.00319688
-5.602100e-03,-0.00310625
-5.602000e-03,-0.00318594
-5.601900e-03,-0.00319375
-5.601800e-03,-0.00317812
-5.601700e-03,-0.0032375
-5.601600e-03,-0.00327188
-5.601500e-03,-0.00315313
-5.601400e-03,-0.00319063
-5.601300e-03,-0.00315938
-5.601200e-03,-0.0032375
-5.601100e-03,-0.00318125
-5.601000e-03,-0.00314688
-5.600900e-03,-0.00315625
-5.600800e-03,-0.00303125
-5.600700e-03,-0.00303438
-5.600600e-03,-0.00307813
-5.600500e-03,-0.00315
